"lokalisationnummer","lokalisationsname","status","status_txt","lokalisation_art","lokalisation_art_txt","lokalisation_koord_ost","lokalisation_koord_nord","objid","lokalisation_ori","geometry"
"1875","Sonneggstrasse","1","real","1","Strasse","2683487.676","1248579.541","526","309.8","POINT (2683487.8 1248579.5)"
"2154","Weinbergstrasse","1","real","1","Strasse","2683461.281","1248396.779","527","279.4","POINT (2683461.2 1248396.8)"
"764","Haldeneggsteig","1","real","1","Strasse","2683521.174","1248327.947","528","23.7","POINT (2683521.2 1248328)"
"1925","Stampfenbachstrasse","1","real","1","Strasse","2683425.97","1248199.816","529","286.9","POINT (2683426 1248199.9)"
"2111","Walchebrücke","1","real","1","Strasse","2683330.518","1248114","646","16.0","POINT (2683330.5 1248114)"
"2114","Walchetor","1","real","1","Strasse","2683425.848","1248122.005","908","7.0","POINT (2683425.8 1248122)"
"2113","Walchestrasse","1","real","1","Strasse","2683305.641","1248378.987","929","297.0","POINT (2683305.8 1248379)"
"2153","Weinbergfussweg","1","real","1","Strasse","2683520.81","1248170.39","1213","32.0","POINT (2683520.8 1248170.4)"
"1241","Leonhardstreppe","1","real","1","Strasse","2683457.047","1248150.52","1214","7.5","POINT (2683457 1248150.5)"
"1219","Laufferweg","1","real","1","Strasse","2683379.412","1249692.664","1230","326.0","POINT (2683379.5 1249692.6)"
"429","Eggenschwilerweg","1","real","1","Strasse","2683345.88","1249649.802","1231","326.0","POINT (2683346 1249649.8)"
"2095","Volkmarstrasse","1","real","1","Strasse","2683415.23","1248804.012","1272","51.4","POINT (2683415.2 1248804)"
"1189","Kurvenstrasse","1","real","1","Strasse","2683313.458","1248813.563","1289","301.0","POINT (2683313.5 1248813.6)"
"1625","Riedtlistrasse","1","real","1","Strasse","2683407.594","1249181.579","1604","320.0","POINT (2683407.5 1249181.6)"
"457","Ekkehardstrasse","1","real","1","Strasse","2683423.654","1249053.121","1605","299.6","POINT (2683423.8 1249053.1)"
"1509","Ottikerstrasse","1","real","1","Strasse","2683321.247","1248873.226","1606","25.0","POINT (2683321.2 1248873.2)"
"2054","Turnersteig","1","real","1","Strasse","2683486.665","1248852.584","1607","335.6","POINT (2683486.8 1248852.6)"
"928","Hotzestrasse","1","real","1","Strasse","2683293.057","1249392.386","1623","312.8","POINT (2683293 1249392.4)"
"1989","Sumatrastrasse","1","real","1","Strasse","2683402.4","1248474.787","1625","17.7","POINT (2683402.5 1248474.8)"
"958","Im Eisernen Zeit","1","real","1","Strasse","2683381.713","1249789.971","1659","61.0","POINT (2683381.8 1249790)"
"1101","Kinkelstrasse","1","real","1","Strasse","2683384.483","1249074.839","1805","38.7","POINT (2683384.5 1249074.9)"
"2055","Turnerstrasse","1","real","1","Strasse","2683416.629","1248943.738","1807","299.7","POINT (2683416.8 1248943.8)"
"1973","Stolzestrasse","1","real","1","Strasse","2683516.617","1249248.174","1853","315.3","POINT (2683516.5 1249248.1)"
"2175","Werikonweg","1","real","1","Strasse","2683380.29","1249344.353","1888","320.2","POINT (2683380.2 1249344.4)"
"1988","Sumatrasteig","1","real","1","Strasse","2683345.109","1248430.138","1896","31.6","POINT (2683345 1248430.1)"
"1945","Steinhausweg","1","real","1","Strasse","2683382.078","1248634.16","1898","12.2","POINT (2683382 1248634.1)"
"1210","Langmauerstrasse","1","real","1","Strasse","2683369.908","1249585.814","1917","59.0","POINT (2683370 1249585.9)"
"1240","Leonhardstrasse","1","real","1","Strasse","2683518.107","1248198.985","1930","317.1","POINT (2683518 1248199)"
"690","Goetzstrasse","1","real","1","Strasse","2683491.545","1249326.326","2019","45.7","POINT (2683491.5 1249326.4)"
"1742","Scheuchzerstrasse","1","real","1","Strasse","2683457.828","1249250.334","2020","281.3","POINT (2683457.8 1249250.4)"
"1658","Röslistrasse","1","real","1","Strasse","2683362.711","1249278.646","2021","50.2","POINT (2683362.8 1249278.6)"
"2235","Zehnderweg","1","real","1","Strasse","2683545.422","1248303.633","2027","294.0","POINT (2683545.5 1248303.6)"
"876","Hochfarbstrasse","1","real","1","Strasse","2683463.792","1248185.163","2029","287.6","POINT (2683463.8 1248185.1)"
"2128","Waltersbachstrasse","1","real","1","Strasse","2683297.006","1248692.035","2030","21.7","POINT (2683297 1248692)"
"1484","Obstgartensteig","1","real","1","Strasse","2683327.622","1248573.403","2031","14.2","POINT (2683327.5 1248573.4)"
"705","Granitweg","1","real","1","Strasse","2683372.044","1248915.148","2032","300.0","POINT (2683372 1248915.1)"
"1485","Obstgartenstrasse","1","real","1","Strasse","2683384.854","1248686.237","2112","54.0","POINT (2683384.8 1248686.2)"
"1986","Stüssistrasse","1","real","1","Strasse","2683306.653","1249488.153","2179","312.0","POINT (2683306.8 1249488.1)"
"1657","Röslibrunnenweg","1","real","1","Strasse","2683556.156","1249278.469","2292","315.0","POINT (2683556.2 1249278.5)"
"1924","Stampfenbachplatz","1","real","2","Platz","2683353.101","1248293.545","2387","0.0","POINT (2683353 1248293.5)"
"1874","Sonneggsteig","1","real","1","Strasse","2683473.744","1248668.614","2390","15.3","POINT (2683473.8 1248668.6)"
"1372","Milchbuckstrasse","1","real","1","Strasse","2683378.866","1249826.886","2512","357.5","POINT (2683378.8 1249826.9)"
"1020","Irchelstrasse","1","real","1","Strasse","2683370.031","1250100.25","2517","344.8","POINT (2683370 1250100.2)"
"2233","Zanggerweg","1","real","1","Strasse","2683462.106","1249575.195","2523","275.0","POINT (2683462 1249575.2)"
"2076","Unterholzweg","1","real","1","Strasse","2684841.397","1250573.497","7","70.1","POINT (2684841.5 1250573.5)"
"280","Brüderhofweg","1","real","1","Strasse","2683025.843","1250574.504","82","304.0","POINT (2683025.8 1250574.5)"
"181","Beckhammer","1","real","1","Strasse","2683208.973","1250738.08","83","303.8","POINT (2683209 1250738.1)"
"1205","Langfurren","1","real","1","Strasse","2683337.209","1250686.555","84","318.0","POINT (2683337.2 1250686.5)"
"617","Gagliardiweg","1","real","1","Strasse","2683838.167","1251272.688","107","81.0","POINT (2683838.2 1251272.8)"
"917","Horgenweg","1","real","1","Strasse","2681677.624","1251204.429","150","20.3","POINT (2681677.5 1251204.4)"
"1686","Rumpelhaldensteig","1","real","1","Strasse","2681990.486","1251238.89","152","292.1","POINT (2681990.5 1251238.9)"
"1946","Steinkluppenweg","1","real","1","Strasse","2683237.905","1250567.552","253","303.4","POINT (2683238 1250567.5)"
"2063","Ulmenweg","1","real","1","Strasse","2683157.723","1251084.059","350","45.0","POINT (2683157.8 1251084)"
"2318","Bülachhof","1","real","1","Strasse","2683709.271","1250673.924","381","0.9","POINT (2683709.2 1250673.9)"
"400","Dörflistrasse","1","real","1","Strasse","2683901.823","1251187.786","430","73.8","POINT (2683901.8 1251187.8)"
"95","Arminstrasse","1","real","1","Strasse","2684452.808","1251309.726","506","84.6","POINT (2684452.8 1251309.8)"
"1894","Spielwiesenstrasse","1","real","1","Strasse","2683346.498","1251298.272","570","65.7","POINT (2683346.5 1251298.2)"
"1571","Rässlerweg","1","real","1","Strasse","2684045.269","1250915.073","697","69.6","POINT (2684045.2 1250915.1)"
"14","Aehrenweg","1","real","1","Strasse","2682657.28","1251510.372","700","346.0","POINT (2682657.2 1251510.4)"
"231","Birchplatz","1","real","2","Platz","2682952.962","1251553.347","705","0.0","POINT (2682953 1251553.4)"
"497","Eschenweg","1","real","1","Strasse","2683330.209","1250898.904","717","318.0","POINT (2683330.2 1250898.9)"
"1317","Malvenstrasse","1","real","1","Strasse","2683459.958","1251061.631","727","73.0","POINT (2683460 1251061.6)"
"2086","Venusstrasse","1","real","1","Strasse","2683373.095","1251188.292","728","66.0","POINT (2683373 1251188.2)"
"1047","Käferholzstrasse","1","real","1","Strasse","2682054.459","1251433.218","763","300.1","POINT (2682054.5 1251433.2)"
"26","Albin-Zollinger-Platz","1","real","2","Platz","2683330.058","1251047.545","831","42.2","POINT (2683330 1251047.5)"
"738","Gubelhangstrasse","1","real","1","Strasse","2683320.867","1251456.395","847","50.0","POINT (2683320.8 1251456.4)"
"399","Dorflindenstrasse","1","real","1","Strasse","2683806.398","1251391.87","889","78.0","POINT (2683806.5 1251391.9)"
"2049","Tulpenstrasse","1","real","1","Strasse","2684945.118","1251111.931","936","310.8","POINT (2684945 1251111.9)"
"1562","Querstrasse","1","real","1","Strasse","2683490.566","1251586.462","942","21.0","POINT (2683490.5 1251586.5)"
"566","Franklinplatz","1","real","2","Platz","2683420.317","1251578.115","943","328.4","POINT (2683420.2 1251578.1)"
"2164","Welchogasse","1","real","1","Strasse","2683556.167","1251538.055","944","22.0","POINT (2683556.2 1251538)"
"936","Hugostrasse","1","real","1","Strasse","2683735.568","1251434.916","960","343.0","POINT (2683735.5 1251434.9)"
"1222","Lavendelweg","1","real","1","Strasse","2684079.96","1251363.561","961","340.0","POINT (2684080 1251363.5)"
"1886","Spatenstrasse","1","real","1","Strasse","2684141.887","1251309.417","962","341.0","POINT (2684142 1251309.4)"
"610","Funkackerstrasse","1","real","1","Strasse","2684395.097","1251194.34","963","331.0","POINT (2684395 1251194.4)"
"711","Greifenseestrasse","1","real","1","Strasse","2684294.384","1251487.898","964","2.0","POINT (2684294.5 1251487.9)"
"227","Binzwiesenstrasse","1","real","1","Strasse","2684233.334","1250905.401","969","21.0","POINT (2684233.2 1250905.4)"
"88","Apfelbaumstrasse","1","real","1","Strasse","2684273.596","1251061.929","970","65.5","POINT (2684273.5 1251061.9)"
"906","Holunderweg","1","real","1","Strasse","2682842.263","1251424.192","1049","339.0","POINT (2682842.2 1251424.2)"
"2091","Viktoriastrasse","1","real","1","Strasse","2683974.303","1251176.807","1067","73.2","POINT (2683974.2 1251176.8)"
"1708","Salerstrasse","1","real","1","Strasse","2683732.362","1251286.9","1068","69.0","POINT (2683732.2 1251286.9)"
"1420","Murwiesenstrasse","1","real","1","Strasse","2684317.996","1250748.185","1069","18.7","POINT (2684318 1250748.1)"
"229","Birchdörfli","1","real","1","Strasse","2682443.726","1251506.898","1071","76.0","POINT (2682443.8 1251506.9)"
"695","Goldregenweg","1","real","1","Strasse","2682607.987","1251583.299","1072","76.0","POINT (2682608 1251583.2)"
"739","Gubelstrasse","1","real","1","Strasse","2683435.208","1251424.642","1074","329.0","POINT (2683435.2 1251424.6)"
"1711","Salvatorstrasse","1","real","1","Strasse","2684026.721","1251137.003","1076","73.0","POINT (2684026.8 1251137)"
"124","Azurstrasse","1","real","1","Strasse","2683119.379","1251404.029","1077","64.0","POINT (2683119.5 1251404)"
"553","Föhrenstrasse","1","real","1","Strasse","2683275.703","1251314.763","1079","64.0","POINT (2683275.8 1251314.8)"
"567","Franklinstrasse","1","real","1","Strasse","2683499.302","1251524.022","1084","330.0","POINT (2683499.2 1251524)"
"172","Baumackerstrasse","1","real","1","Strasse","2683516.052","1251444.603","1085","329.0","POINT (2683516 1251444.6)"
"1308","Magdalenenstrasse","1","real","1","Strasse","2684351.836","1251140.566","1088","328.0","POINT (2684351.8 1251140.6)"
"1496","Oleanderstrasse","1","real","1","Strasse","2683028.121","1251576.256","1089","48.0","POINT (2683028 1251576.2)"
"588","Friedheimstrasse","1","real","1","Strasse","2684209.767","1250953.782","1106","347.0","POINT (2684209.8 1250953.8)"
"2273","Zürichholzstrasse","1","real","1","Strasse","2683353.998","1250956.425","1143","339.0","POINT (2683354 1250956.4)"
"1375","Mimosenstrasse","1","real","1","Strasse","2683564.987","1250803.377","1144","326.0","POINT (2683565 1250803.4)"
"105","Asternweg","1","real","1","Strasse","2683492.907","1251032.232","1145","340.0","POINT (2683493 1251032.2)"
"1261","Ligusterstrasse","1","real","1","Strasse","2683441.651","1251166.747","1146","336.2","POINT (2683441.8 1251166.8)"
"867","Hirschgartnerweg","1","real","1","Strasse","2683584.495","1250594.246","1148","25.0","POINT (2683584.5 1250594.2)"
"1557","Probusweg","1","real","1","Strasse","2683824.148","1250743.96","1149","329.0","POINT (2683824.2 1250744)"
"921","Hörnlistrasse","1","real","1","Strasse","2683956.47","1250740.469","1150","343.2","POINT (2683956.5 1250740.5)"
"247","Blütenstrasse","1","real","1","Strasse","2683660.499","1250991.272","1151","17.0","POINT (2683660.5 1250991.2)"
"325","Bülachstrasse","1","real","1","Strasse","2683760.549","1250685.186","1172","286.0","POINT (2683760.5 1250685.1)"
"185","Begonienstrasse","1","real","1","Strasse","2683540.684","1250759.57","1173","321.0","POINT (2683540.8 1250759.6)"
"696","Gorwiden","1","real","1","Strasse","2684072.495","1250934.273","1191","339.0","POINT (2684072.5 1250934.2)"
"2092","Viktoriaweg","1","real","1","Strasse","2683999.294","1250764.097","1192","341.6","POINT (2683999.2 1250764.1)"
"1707","Salersteig","1","real","1","Strasse","2683717.123","1251233.847","1193","40.3","POINT (2683717 1251233.9)"
"1790","Schulsteig","1","real","1","Strasse","2683517.984","1251488.392","1203","60.0","POINT (2683518 1251488.4)"
"4","Achermannweg","1","real","1","Strasse","2683555.615","1251387.969","1204","65.5","POINT (2683555.5 1251388)"
"821","Heidegraben","1","real","1","Strasse","2683310.928","1251138.537","1205","336.0","POINT (2683311 1251138.5)"
"295","Brunnenhofweg","1","real","1","Strasse","2682840.22","1250534.412","1212","304.2","POINT (2682840.2 1250534.4)"
"1339","Martinstrasse","1","real","1","Strasse","2684664.587","1251400.003","1241","272.0","POINT (2684664.5 1251400)"
"337","Burriweg","1","real","1","Strasse","2684689.32","1251563.964","1243","2.1","POINT (2684689.2 1251564)"
"820","Heideggerweg","1","real","1","Strasse","2684868.633","1251346.051","1244","39.0","POINT (2684868.8 1251346)"
"602","Frohburgstrasse","1","real","1","Strasse","2684732.476","1250948.531","1277","13.6","POINT (2684732.5 1250948.5)"
"1939","Steigholzweg","1","real","1","Strasse","2682193.879","1250845.556","1294","76.9","POINT (2682194 1250845.5)"
"372","Dachsschleife","1","real","1","Strasse","2681975.623","1250917.805","1326","308.8","POINT (2681975.5 1250917.8)"
"2152","Weihersteig","1","real","1","Strasse","2682301","1250263.708","1327","16.5","POINT (2682301 1250263.8)"
"1421","Murwiesenweg","1","real","1","Strasse","2684334.777","1250641.116","1346","62.0","POINT (2684334.8 1250641.1)"
"284","Bruggerweg","1","real","1","Strasse","2681959.814","1250191.88","1351","343.5","POINT (2681959.8 1250191.9)"
"2491","Regensbergbrücke","1","real","1","Strasse","2683035.125","1251515.096","1356","335.0","POINT (2683035 1251515.1)"
"2494","Otto-Nauer-Weg","0","projektiert","1","Strasse","2685178.339","1251451.281","1359","53.3","POINT (2685178.2 1251451.2)"
"2489","Ueberlandpark","0","projektiert","1","Strasse","2685248.783","1251522.808","1376","52.5","POINT (2685248.8 1251522.8)"
"2490","Hamamelisweg","1","real","1","Strasse","2683267.412","1250953.947","1378","47.3","POINT (2683267.5 1250954)"
"980","Im Rehsprung","1","real","1","Strasse","2682202.654","1250516.992","1383","345.7","POINT (2682202.8 1250517)"
"1272","Lindenweg","1","real","1","Strasse","2682045.762","1250621.016","1384","332.0","POINT (2682045.8 1250621)"
"2033","Tramstrasse","1","real","1","Strasse","2684870.343","1251535.657","1424","38.6","POINT (2684870.2 1251535.6)"
"1699","Saatlenstrasse","1","real","1","Strasse","2685070.632","1251372.144","1425","304.1","POINT (2685070.8 1251372.1)"
"840","Herbstweg","1","real","1","Strasse","2684947.875","1251306.66","1426","44.6","POINT (2684948 1251306.6)"
"1980","Streitholzstrasse","1","real","1","Strasse","2684164.801","1250359.31","1429","46.9","POINT (2684164.8 1250359.2)"
"922","Hortensienstrasse","1","real","1","Strasse","2684070.82","1251140.034","1430","343.0","POINT (2684070.8 1251140)"
"2050","Tulpenweg","1","real","1","Strasse","2684840.411","1251036.239","1492","352.1","POINT (2684840.5 1251036.2)"
"753","Häderlihof","1","real","1","Strasse","2683179.983","1250295.431","1537","34.0","POINT (2683180 1250295.4)"
"2216","Wolfgrimweg","1","real","1","Strasse","2681961.327","1250525.547","1611","290.2","POINT (2681961.2 1250525.5)"
"882","Hoffeld","1","real","1","Strasse","2682736.476","1251184.656","1621","69.0","POINT (2682736.5 1251184.6)"
"1225","Leebernweg","1","real","1","Strasse","2684232.111","1250867.152","1631","291.8","POINT (2684232 1250867.1)"
"585","Friedackerstrasse","1","real","1","Strasse","2684104.98","1251030.798","1632","70.7","POINT (2684105 1251030.8)"
"1166","Krokusweg","1","real","1","Strasse","2683837.351","1250946.397","1633","343.1","POINT (2683837.2 1250946.4)"
"294","Brunnenhofstrasse","1","real","1","Strasse","2682769.84","1250558.388","1656","33.9","POINT (2682769.8 1250558.4)"
"1460","Nordheimstrasse","1","real","1","Strasse","2682527.178","1250914.625","1657","29.0","POINT (2682527.2 1250914.6)"
"1794","Schürbungert","1","real","1","Strasse","2682950.787","1250588.875","1658","38.6","POINT (2682950.8 1250588.9)"
"709","Grebelackerstrasse","1","real","1","Strasse","2682845.447","1250471.9","1665","49.3","POINT (2682845.5 1250471.9)"
"1901","Spitzackerstrasse","1","real","1","Strasse","2683009.315","1250222.023","1666","34.3","POINT (2683009.2 1250222)"
"2057","Ueberlandstrasse","1","real","1","Strasse","2684673.282","1251083.268","1671","357.9","POINT (2684673.2 1251083.2)"
"1803","Schwamendingenstrasse","1","real","1","Strasse","2684473.77","1251018.488","1726","352.8","POINT (2684473.8 1251018.5)"
"1176","Kühriedweg","1","real","1","Strasse","2684332.13","1251560.998","1778","1.7","POINT (2684332.2 1251561)"
"286","Brüggliäcker","1","real","1","Strasse","2684643.222","1251339.831","1785","2.0","POINT (2684643.2 1251339.9)"
"2495","Anna-Häuptli-Weg","0","projektiert","1","Strasse","2685254.854","1251503.232","1786","52.9","POINT (2685254.8 1251503.2)"
"1620","Riedgrabenweg","1","real","1","Strasse","2684549.13","1251465.437","1789","271.8","POINT (2684549.2 1251465.4)"
"2423","Gubelplatz","1","real","2","Platz","2683628.503","1251342.49","1791","0.0","POINT (2683628.5 1251342.5)"
"1659","Rosmarinweg","1","real","1","Strasse","2683889.499","1250875.96","1801","355.0","POINT (2683889.5 1250876)"
"1793","Schuppisstrasse","1","real","1","Strasse","2684057.273","1250875.764","1803","342.4","POINT (2684057.2 1250875.8)"
"210","Berninastrasse","1","real","1","Strasse","2684015.603","1250810.671","1804","341.0","POINT (2684015.5 1250810.6)"
"209","Berninaplatz","1","real","2","Platz","2683724.192","1250862.292","1806","0.0","POINT (2683724.2 1250862.2)"
"1779","Schöneichstrasse","1","real","1","Strasse","2684456.534","1250979.899","1813","72.0","POINT (2684456.5 1250979.9)"
"2117","Waldgartenweg","1","real","1","Strasse","2684645.403","1250881.853","1814","11.5","POINT (2684645.5 1250881.9)"
"1472","Obere Waidstrasse","1","real","1","Strasse","2682449.939","1250317.757","1823","12.2","POINT (2682450 1250317.8)"
"703","Grabenwies","1","real","1","Strasse","2682923.783","1250802.054","1825","282.8","POINT (2682923.8 1250802)"
"2123","Waldmeisterweg","1","real","1","Strasse","2682389.116","1251455.706","1826","332.0","POINT (2682389 1251455.8)"
"743","Guggerweg","1","real","1","Strasse","2683091.112","1250201.604","1827","34.0","POINT (2683091 1250201.6)"
"232","Birchsteg","1","real","1","Strasse","2682940.697","1251215.351","1836","342.9","POINT (2682940.8 1251215.4)"
"1473","Obere Weiherstrasse","1","real","1","Strasse","2682263.325","1250193.333","1841","294.2","POINT (2682263.2 1250193.4)"
"1488","Oerlikonerstrasse","1","real","1","Strasse","2683408","1250591.648","1859","63.4","POINT (2683408 1250591.6)"
"2145","Wehntalerstrasse","1","real","1","Strasse","2682538.978","1251148.558","1860","303.8","POINT (2682539 1251148.5)"
"233","Birchstrasse","1","real","1","Strasse","2682769.849","1251072.423","1861","69.0","POINT (2682769.8 1251072.4)"
"73","Ameisenweg","1","real","1","Strasse","2681842.911","1251072.073","1867","318.2","POINT (2681843 1251072.1)"
"2075","Unterholzstrasse","1","real","1","Strasse","2684468.284","1250713.197","1875","63.0","POINT (2684468.2 1250713.2)"
"1180","Künzlistrasse","1","real","1","Strasse","2682623.151","1251168.51","1900","303.6","POINT (2682623.2 1251168.5)"
"2514","Bucheggtunnel","1","real","1","Strasse","2682683.405","1250259.559","1935","13.5","POINT (2682683.5 1250259.5)"
"374","Damhirschweg","1","real","1","Strasse","2682246.201","1250411.189","1938","9.0","POINT (2682246.2 1250411.2)"
"1096","Kiefernweg","1","real","1","Strasse","2682665.741","1251268.33","1944","333.0","POINT (2682665.8 1251268.4)"
"2542","Guggachweg","1","real","1","Strasse","2682400.471","1250353.348","1946","29.3","POINT (2682400.5 1250353.4)"
"2018","Tièchestrasse","1","real","1","Strasse","2682372.431","1250235.291","1986","0.0","POINT (2682372.5 1250235.2)"
"1202","Langackerstrasse","1","real","1","Strasse","2683020.74","1250257.627","1995","304.0","POINT (2683020.8 1250257.6)"
"2523","Milchbucktunnel","1","real","1","Strasse","2683655.961","1250350.175","1998","56.3","POINT (2683656 1250350.1)"
"2524","Schöneichtunnel","1","real","1","Strasse","2684102.305","1250756.415","1999","33.8","POINT (2684102.2 1250756.4)"
"611","Funkwiesenstrasse","1","real","1","Strasse","2684707.959","1251255.426","2009","2.0","POINT (2684708 1251255.4)"
"441","Eichhörnliweg","1","real","1","Strasse","2682483.142","1250594.406","2024","295.5","POINT (2682483.2 1250594.4)"
"996","Im Waidegg","1","real","1","Strasse","2682526.583","1250291.436","2045","16.3","POINT (2682526.5 1250291.4)"
"930","Hubenstrasse","1","real","1","Strasse","2685128.9","1250787.869","2108","336.1","POINT (2685129 1250787.9)"
"1313","Maienweg","1","real","1","Strasse","2682194.211","1251420.085","2117","36.0","POINT (2682194.2 1251420.1)"
"1782","Schörlistrasse","1","real","1","Strasse","2684891.236","1251201.777","2120","303.0","POINT (2684891.2 1251201.8)"
"1482","Oberwiesenstrasse","1","real","1","Strasse","2682447.052","1251340.82","2238","47.3","POINT (2682447 1251340.9)"
"1670","Rötelterrasse","1","real","2","Platz","2682364.706","1250331.515","2242","0.0","POINT (2682364.8 1250331.5)"
"798","Hasenrain","1","real","1","Strasse","2681732.943","1250802.643","2267","351.9","POINT (2681733 1250802.6)"
"888","Hofwiesenstrasse","1","real","1","Strasse","2682927.96","1251073.364","2270","72.0","POINT (2682928 1251073.4)"
"38","Allenmoosstrasse","1","real","1","Strasse","2683071.41","1250894.297","2271","27.0","POINT (2683071.5 1250894.2)"
"1633","Ringstrasse","1","real","1","Strasse","2683116.092","1251061.108","2272","315.0","POINT (2683116 1251061.1)"
"2125","Waldstrasse","1","real","1","Strasse","2681897.184","1251582.151","2284","42.2","POINT (2681897.2 1251582.1)"
"1799","Schützenmatt","1","real","1","Strasse","2681990.77","1251481.356","2285","38.3","POINT (2681990.8 1251481.4)"
"86","Anton-Higi-Strasse","1","real","1","Strasse","2682085.872","1251532.776","2288","310.2","POINT (2682085.8 1251532.8)"
"1755","Schlehdornweg","1","real","1","Strasse","2682081.534","1251449.849","2351","35.7","POINT (2682081.5 1251449.9)"
"1602","Reitweg","1","real","1","Strasse","2682191.511","1250885.311","2421","338.2","POINT (2682191.5 1250885.2)"
"1687","Rumpelhaldenweg","1","real","1","Strasse","2682042.892","1251023.868","2423","80.6","POINT (2682043 1251023.9)"
"2131","Wannenweg","1","real","1","Strasse","2682361.694","1250575.655","2424","274.1","POINT (2682361.8 1250575.6)"
"84","Anna-Heer-Strasse","1","real","1","Strasse","2683154.304","1250430.178","2492","22.5","POINT (2683154.2 1250430.1)"
"300","Bucheggplatz","1","real","2","Platz","2682604.131","1250344.095","2515","0.0","POINT (2682604.2 1250344.1)"
"2515","Hirschwiesentunnel","1","real","1","Strasse","2683239.715","1250376.131","2516","13.9","POINT (2683239.8 1250376.1)"
"868","Hirschwiesenstrasse","1","real","1","Strasse","2683650.243","1250521.55","2518","4.0","POINT (2683650.2 1250521.5)"
"1418","Murhaldenweg","1","real","1","Strasse","2684249.901","1250670.596","2519","316.1","POINT (2684250 1250670.6)"
"1722","Schaffhauserstrasse","1","real","1","Strasse","2683443.133","1250559.045","2520","45.4","POINT (2683443.2 1250559)"
"2106","Waidbergweg","1","real","1","Strasse","2681202.316","1250836.349","53","23.3","POINT (2681202.2 1250836.4)"
"609","Fuchspass","1","real","1","Strasse","2681459.253","1250799.808","54","301.0","POINT (2681459.2 1250799.8)"
"2324","Varlinweg","1","real","1","Strasse","2680378.844","1250864.056","95","323.0","POINT (2680378.8 1250864)"
"2331","Giacomettiweg","1","real","1","Strasse","2680415.986","1250767.931","104","326.2","POINT (2680416 1250767.9)"
"2327","Obere Bläsistrasse","1","real","1","Strasse","2680487.127","1250888.936","105","49.1","POINT (2680487.2 1250888.9)"
"2326","Appenzellerweg","1","real","1","Strasse","2680478.784","1250836.699","106","319.3","POINT (2680478.8 1250836.8)"
"1224","Lebristweg","1","real","1","Strasse","2680564.54","1250849.163","123","300.0","POINT (2680564.5 1250849.1)"
"1182","Kürbergsteig","1","real","1","Strasse","2680692.388","1250348.512","124","43.0","POINT (2680692.5 1250348.5)"
"56","Am Börtli","1","real","1","Strasse","2680706.862","1250419.034","125","291.0","POINT (2680706.8 1250419)"
"999","Im Wingert","1","real","1","Strasse","2680768.52","1250546.81","129","312.8","POINT (2680768.5 1250546.8)"
"2105","Waidbadstrasse","1","real","1","Strasse","2681355.732","1250860.373","149","322.3","POINT (2681355.8 1250860.4)"
"1184","Kürbergweg","1","real","1","Strasse","2680890.755","1250375.423","169","290.0","POINT (2680890.8 1250375.4)"
"1507","Ottenbühlweg","1","real","1","Strasse","2681236.327","1251061.053","170","61.6","POINT (2681236.2 1251061)"
"451","Albert-Einstein-Strasse","1","real","1","Strasse","2680336.115","1251401.129","407","299.7","POINT (2680336 1251401.1)"
"984","Im Schellenberg","1","real","1","Strasse","2680708.375","1250213.146","457","54.4","POINT (2680708.5 1250213.1)"
"751","Gwandensteig","1","real","1","Strasse","2680756.475","1250598.74","458","38.8","POINT (2680756.5 1250598.8)"
"1591","Regensdorferstrasse","1","real","1","Strasse","2679374.33","1251237.016","495","308.6","POINT (2679374.2 1251237)"
"1193","Lachenacker","1","real","1","Strasse","2679363.706","1251112.967","496","323.0","POINT (2679363.8 1251113)"
"1621","Riedhoferrain","1","real","1","Strasse","2678790.048","1251340.614","502","69.2","POINT (2678790 1251340.6)"
"1623","Riedhofweg","1","real","1","Strasse","2678925.13","1251457.281","503","32.0","POINT (2678925.2 1251457.2)"
"1683","Ruggernweg","1","real","1","Strasse","2679458.319","1251413.265","504","345.0","POINT (2679458.2 1251413.2)"
"901","Holbrigstrasse","1","real","1","Strasse","2679912.397","1251200.988","505","89.4","POINT (2679912.5 1251201)"
"2439","Hönggerbergring","1","real","1","Strasse","2680492.169","1251218.167","764","334.4","POINT (2680492.2 1251218.1)"
"2347","Paul-Trautvetter-Weg","1","real","1","Strasse","2679250.922","1250618.349","954","343.8","POINT (2679251 1250618.4)"
"1586","Rebstockweg","1","real","1","Strasse","2680098.248","1250617.026","984","61.0","POINT (2680098.2 1250617)"
"2147","Wehrlisteig","1","real","1","Strasse","2681072.323","1250617.227","1054","71.1","POINT (2681072.2 1250617.2)"
"2137","Wässerlingweg","1","real","1","Strasse","2681032.625","1251163.811","1056","15.3","POINT (2681032.5 1251163.8)"
"1068","Kappenbühlweg","1","real","1","Strasse","2680092.713","1250929.863","1170","340.2","POINT (2680092.8 1250929.9)"
"1266","Limmattalstrasse","1","real","1","Strasse","2679773.964","1250679.577","1171","0.9","POINT (2679774 1250679.6)"
"1464","Nötzlistrasse","1","real","1","Strasse","2680307.811","1250985.122","1307","324.0","POINT (2680307.8 1250985.1)"
"2325","Giacomettistrasse","1","real","1","Strasse","2680465.179","1250796.782","1314","313.5","POINT (2680465.2 1250796.8)"
"2195","Wildenstrasse","1","real","1","Strasse","2679306.899","1251260.946","1328","356.4","POINT (2679307 1251261)"
"2497","Otto-Stern-Weg","1","real","1","Strasse","2680846.608","1251482.162","1361","334.7","POINT (2680846.5 1251482.1)"
