"lokalisationnummer","lokalisationsname","status","status_txt","lokalisation_art","lokalisation_art_txt","lokalisation_koord_ost","lokalisation_koord_nord","objid","lokalisation_ori","geometry"
"1255","Leutholdstrasse","1","real","1","Strasse","2682135.954","1249665.772","2508","62.0","POINT (2682136 1249665.8)"
"752","Habsburgstrasse","1","real","1","Strasse","2682058.153","1249668.787","2509","61.6","POINT (2682058.2 1249668.8)"
"1247","Lettenfussweg","1","real","1","Strasse","2682297.262","1249439.179","2510","65.5","POINT (2682297.2 1249439.1)"
"1192","Kyburgstrasse","1","real","1","Strasse","2682181.884","1249685.638","2511","331.7","POINT (2682182 1249685.6)"
"1506","Ottenbergstrasse","1","real","1","Strasse","2681036.524","1250132.844","2513","354.6","POINT (2681036.5 1250132.9)"
"2102","Wachterweg","1","real","1","Strasse","2682758.773","1249985.2","2514","315.7","POINT (2682758.8 1249985.2)"
"1465","Nürenbergstrasse","1","real","1","Strasse","2682639.083","1249650.733","2522","37.0","POINT (2682639 1249650.8)"
"990","Im Struppen","1","real","1","Strasse","2678830.981","1249149.402","4","332.1","POINT (2678831 1249149.4)"
"1663","Rosshauweg","1","real","1","Strasse","2677147.077","1248355.366","6","59.4","POINT (2677147 1248355.4)"
"1214","Lärchenweg","1","real","1","Strasse","2677879.253","1247686.782","11","87.3","POINT (2677879.2 1247686.8)"
"1837","Segnesstrasse","1","real","1","Strasse","2679066.151","1249191.412","40","72.0","POINT (2679066.2 1249191.4)"
"2284","Zwischenbächen","1","real","1","Strasse","2678583.805","1248485.02","90","59.4","POINT (2678583.8 1248485)"
"2225","Würzwies","1","real","1","Strasse","2679597.452","1250174.192","94","81.0","POINT (2679597.5 1250174.2)"
"1138","Kolibriweg","1","real","1","Strasse","2678333.432","1248724.137","148","333.0","POINT (2678333.5 1248724.1)"
"446","Eigenheimstrasse","1","real","1","Strasse","2678217.974","1249324.363","151","333.0","POINT (2678218 1249324.4)"
"2352","Hädrichstrasse","1","real","1","Strasse","2679425.493","1248071.203","197","34.2","POINT (2679425.5 1248071.2)"
"13","Aegertenweg","1","real","1","Strasse","2679025.391","1245826.351","208","310.7","POINT (2679025.5 1245826.4)"
"895","Hohensteinstrasse","1","real","1","Strasse","2679214.215","1245973.274","210","275.1","POINT (2679214.2 1245973.2)"
"2382","Kaspar-Winkler-Weg","1","real","1","Strasse","2679297.936","1250202.569","212","71.3","POINT (2679298 1250202.6)"
"150","Bahnweg","1","real","1","Strasse","2678398.228","1246054.882","237","316.8","POINT (2678398.2 1246054.9)"
"760","Hagwiesenweg","1","real","1","Strasse","2680065.156","1246237.069","249","49.0","POINT (2680065.2 1246237.1)"
"2041","Triemlihalde","1","real","1","Strasse","2679662.308","1246552.108","278","9.0","POINT (2679662.2 1246552.1)"
"933","Huebweg","1","real","1","Strasse","2678309.568","1246793.589","283","277.2","POINT (2678309.5 1246793.6)"
"1207","Langgrütweg","1","real","1","Strasse","2679325.602","1247470.685","321","51.3","POINT (2679325.5 1247470.6)"
"1768","Schneebeliweg","1","real","1","Strasse","2678803.636","1248697.565","330","63.0","POINT (2678803.8 1248697.6)"
"1270","Lindenplatz","1","real","2","Platz","2679069.594","1249054.872","333","0.0","POINT (2679069.5 1249054.9)"
"2224","Würzgrabenstrasse","1","real","1","Strasse","2679728.512","1249650.752","334","270.0","POINT (2679728.5 1249650.8)"
"370","Dachslernstrasse","1","real","1","Strasse","2678703.975","1249119.449","357","330.3","POINT (2678704 1249119.5)"
"892","Hohenklingenstrasse","1","real","1","Strasse","2679617.089","1250645.98","358","352.0","POINT (2679617 1250646)"
"911","Hönggerrampe","1","real","1","Strasse","2679701.103","1249839.991","359","0.0","POINT (2679701 1249840)"
"1869","Singlistrasse","1","real","1","Strasse","2679732.424","1250844.46","360","330.7","POINT (2679732.5 1250844.5)"
"1003","Imbisbühlstrasse","1","real","1","Strasse","2679701.305","1250766.623","361","325.5","POINT (2679701.2 1250766.6)"
"1549","Polenweg","1","real","1","Strasse","2678537.619","1246090.53","377","54.9","POINT (2678537.5 1246090.5)"
"1696","Rütiwiesweg","1","real","1","Strasse","2679665.636","1247986.588","409","306.0","POINT (2679665.8 1247986.6)"
"1012","In der Ey","1","real","1","Strasse","2679343.767","1247540.721","486","315.0","POINT (2679343.8 1247540.8)"
"2346","Zapfensteig","1","real","1","Strasse","2679167.676","1250649.074","498","66.8","POINT (2679167.8 1250649.1)"
"355","Chillesteig","1","real","1","Strasse","2680020.987","1250612.524","509","44.0","POINT (2680021 1250612.5)"
"1038","Juchstrasse","1","real","1","Strasse","2678845.856","1249876.27","552","297.1","POINT (2678845.8 1249876.2)"
"726","Grünaustrasse","1","real","1","Strasse","2679289.054","1249873.93","557","70.0","POINT (2679289 1249873.9)"
"631","Geerenweg","1","real","1","Strasse","2679468.918","1249663.453","559","69.0","POINT (2679469 1249663.5)"
"1638","Robert-Seidel-Hof","1","real","1","Strasse","2678897.024","1249456.158","594","66.0","POINT (2678897 1249456.1)"
"2099","Vulkanstrasse","1","real","1","Strasse","2677552.586","1250204.506","595","339.0","POINT (2677552.5 1250204.5)"
"68","Am Suteracher","1","real","1","Strasse","2677963.302","1249300.376","596","324.6","POINT (2677963.2 1249300.4)"
"1353","Meientalstrasse","1","real","1","Strasse","2678430.307","1248907.095","597","335.0","POINT (2678430.2 1248907.1)"
"679","Glättlistrasse","1","real","1","Strasse","2678236.582","1249258.298","598","291.0","POINT (2678236.5 1249258.2)"
"1281","Loogartenstrasse","1","real","1","Strasse","2678164.39","1249270.922","599","10.4","POINT (2678164.5 1249270.9)"
"1994","Sustenstrasse","1","real","1","Strasse","2678546.871","1249065.894","600","343.0","POINT (2678546.8 1249065.9)"
"514","Farbhofstrasse","1","real","1","Strasse","2678438.506","1249451.295","602","326.3","POINT (2678438.5 1249451.2)"
"1","Aargauerstrasse","1","real","1","Strasse","2679497.458","1249593.764","603","339.6","POINT (2679497.5 1249593.8)"
"135","Bachtobelweg","1","real","1","Strasse","2677956.698","1248339.006","610","28.6","POINT (2677956.8 1248339)"
"725","Grünauring","1","real","1","Strasse","2679287.232","1249997.979","611","340.0","POINT (2679287.2 1249998)"
"1871","Soldanellastrasse","1","real","1","Strasse","2680006.518","1248604.14","612","53.9","POINT (2680006.5 1248604.1)"
"727","Grundstrasse","1","real","1","Strasse","2680089.704","1248751.226","613","329.0","POINT (2680089.8 1248751.2)"
"1017","In der Wässeri","1","real","1","Strasse","2679122.453","1247555.316","620","68.9","POINT (2679122.5 1247555.4)"
"1359","Meierwiesenweg","1","real","1","Strasse","2679493.586","1249858.778","621","342.0","POINT (2679493.5 1249858.8)"
"1662","Rosshalde","1","real","1","Strasse","2679302.846","1247028.487","622","310.0","POINT (2679302.8 1247028.5)"
"735","Grütstrasse","1","real","1","Strasse","2679420.597","1247779.304","623","40.0","POINT (2679420.5 1247779.2)"
"36","Alfred-Strebel-Weg","1","real","1","Strasse","2679766.593","1247253.658","624","332.7","POINT (2679766.5 1247253.6)"
"527","Fellenbergstrasse","1","real","1","Strasse","2680157.752","1247540.226","632","351.6","POINT (2680157.8 1247540.2)"
"1660","Rossackerstrasse","1","real","1","Strasse","2679240.898","1247148.431","634","310.0","POINT (2679241 1247148.4)"
"2226","Wydäckerring","1","real","1","Strasse","2679833.845","1247042.699","637","34.0","POINT (2679833.8 1247042.8)"
"670","Ginsterstrasse","1","real","1","Strasse","2679746.786","1247777.515","639","58.0","POINT (2679746.8 1247777.5)"
"1410","Mühlezelgstrasse","1","real","1","Strasse","2679629.184","1247897.353","640","321.0","POINT (2679629.2 1247897.4)"
"469","Emilie-Kempin-Spyri-Weg","1","real","1","Strasse","2678964.294","1248932.848","647","310.0","POINT (2678964.2 1248932.9)"
"848","Herrligweg","1","real","1","Strasse","2678983.969","1249316.687","648","337.0","POINT (2678984 1249316.6)"
"843","Hermetschloobrücke","1","real","1","Strasse","2678157.687","1250053.12","650","71.5","POINT (2678157.8 1250053.1)"
"844","Hermetschloostrasse","1","real","1","Strasse","2678585.196","1249652.429","651","335.3","POINT (2678585.2 1249652.4)"
"528","Fellenbergweg","1","real","1","Strasse","2679677.852","1247562.478","654","33.0","POINT (2679677.8 1247562.5)"
"1992","Süsslerenstrasse","1","real","1","Strasse","2679661.068","1247834.8","655","52.0","POINT (2679661 1247834.8)"
"909","Holzwiesweg","1","real","1","Strasse","2679887.245","1247920.435","656","56.0","POINT (2679887.2 1247920.4)"
"1701","Sackzelg","1","real","1","Strasse","2680082.582","1247783.038","657","49.0","POINT (2680082.5 1247783)"
"1940","Steinackerweg","1","real","1","Strasse","2679172.188","1247321.386","658","321.8","POINT (2679172.2 1247321.4)"
"1217","Läufebachweg","1","real","1","Strasse","2679344.405","1247142.985","659","41.0","POINT (2679344.5 1247143)"
"1993","Süsslerenweg","1","real","1","Strasse","2679599.227","1247706.192","660","78.0","POINT (2679599.2 1247706.2)"
"671","Ginsterweg","1","real","1","Strasse","2679466.781","1247861.931","661","290.0","POINT (2679466.8 1247861.9)"
"24","Albert-Schneider-Weg","1","real","1","Strasse","2679788.574","1247691.837","663","328.5","POINT (2679788.5 1247691.9)"
"746","Guldinerweg","1","real","1","Strasse","2679607.433","1247857.963","664","50.4","POINT (2679607.5 1247858)"
"1259","Liebiseggweg","1","real","1","Strasse","2678747.978","1246180.309","707","276.8","POINT (2678748 1246180.2)"
"2169","Werdhölzlistrasse","1","real","1","Strasse","2678704.333","1249425.073","710","65.0","POINT (2678704.2 1249425.1)"
"344","Calandastrasse","1","real","1","Strasse","2679404.937","1249090.66","711","328.0","POINT (2679405 1249090.6)"
"1351","Max-Högger-Strasse","1","real","1","Strasse","2679523.583","1249707.804","712","346.9","POINT (2679523.5 1249707.8)"
"317","Buckhauserstrasse","1","real","1","Strasse","2679603.441","1248742.811","713","326.9","POINT (2679603.5 1248742.8)"
"276","Bristenstrasse","1","real","1","Strasse","2679242.907","1249298.352","724","77.0","POINT (2679243 1249298.4)"
"155","Bändlistrasse","1","real","1","Strasse","2679488.579","1249843.653","725","340.0","POINT (2679488.5 1249843.6)"
"2046","Tüffenwies","1","real","1","Strasse","2679510.753","1250127.782","726","357.0","POINT (2679510.8 1250127.8)"
"101","Arthur-Rohn-Strasse","1","real","1","Strasse","2679126.256","1246126.302","740","332.8","POINT (2679126.2 1246126.2)"
"1800","Schützenrain","1","real","1","Strasse","2679080.062","1247338.191","741","274.3","POINT (2679080 1247338.2)"
"423","Edelweissstrasse","1","real","1","Strasse","2680086.489","1248368.639","743","328.0","POINT (2680086.5 1248368.6)"
"1897","Spirgartenstrasse","1","real","1","Strasse","2678921.513","1248989.131","744","44.1","POINT (2678921.5 1248989.1)"
"1535","Pfingstweidbrücke","1","real","1","Strasse","2680112.108","1249762.481","745","5.0","POINT (2680112 1249762.5)"
"1358","Meierwiesenstrasse","1","real","1","Strasse","2679652.283","1250132.857","746","73.7","POINT (2679652.2 1250132.9)"
"78","Anemonenstrasse","1","real","1","Strasse","2679861.703","1248275.856","747","322.2","POINT (2679861.8 1248275.9)"
"2077","Untermoosstrasse","1","real","1","Strasse","2678796.02","1248094.518","748","310.1","POINT (2678796 1248094.5)"
"2291","Buchenbaumweg","1","real","1","Strasse","2677390.489","1248483.55","749","313.3","POINT (2677390.5 1248483.5)"
"2292","Eschenholzweg","1","real","1","Strasse","2677592.078","1248196.179","750","326.1","POINT (2677592 1248196.1)"
"520","Feldblumenstrasse","1","real","1","Strasse","2678781.134","1248765.644","751","285.9","POINT (2678781.2 1248765.6)"
"1719","Schächenstrasse","1","real","1","Strasse","2678420.817","1249196.807","752","325.0","POINT (2678420.8 1249196.8)"
"1757","Schlierenberg","1","real","1","Strasse","2678299.207","1249206.486","753","49.8","POINT (2678299.2 1249206.5)"
"481","Enzianweg","1","real","1","Strasse","2680039.527","1248573.475","757","54.0","POINT (2680039.5 1248573.5)"
"688","Gmeimeriweg","1","real","1","Strasse","2679763.372","1248255.528","765","48.0","POINT (2679763.2 1248255.5)"
"156","Bändliweg","1","real","1","Strasse","2679013.187","1249967.027","766","57.0","POINT (2679013.2 1249967)"
"269","Breitenlooweg","1","real","1","Strasse","2678958.152","1248088.529","782","309.5","POINT (2678958.2 1248088.5)"
"767","Hallerweg","1","real","1","Strasse","2678889.169","1247724.688","783","9.6","POINT (2678889.2 1247724.8)"
"331","Burgdorferweg","1","real","1","Strasse","2679078.046","1247562.761","784","324.8","POINT (2679078 1247562.8)"
"974","Im Kratz","1","real","1","Strasse","2678860.358","1247560.8","785","317.0","POINT (2678860.2 1247560.8)"
"509","Eyhof","1","real","1","Strasse","2679330.895","1247303.214","786","41.3","POINT (2679331 1247303.2)"
"1258","Liebensteinstrasse","1","real","1","Strasse","2679482.805","1247756.089","787","47.3","POINT (2679482.8 1247756.1)"
"2067","Unter Betentalweg","1","real","1","Strasse","2676414.143","1248197.335","800","31.3","POINT (2676414.2 1248197.4)"
"1470","Ober Betentalweg","1","real","1","Strasse","2676896.134","1248139.134","801","17.4","POINT (2676896.2 1248139.1)"
"1440","Neuer Salzweg","1","real","1","Strasse","2677527.905","1248783.694","802","341.4","POINT (2677528 1248783.8)"
"1397","Mösliweg","1","real","1","Strasse","2677234.016","1249101.227","803","309.5","POINT (2677234 1249101.2)"
"2005","Tannenweg","1","real","1","Strasse","2677834.45","1247739.312","804","0.8","POINT (2677834.5 1247739.2)"
"1323","Mannshäuliweg","1","real","1","Strasse","2677958.396","1248152.743","805","71.9","POINT (2677958.5 1248152.8)"
"32","Albulastrasse","1","real","1","Strasse","2679786.168","1249065.922","833","334.1","POINT (2679786.2 1249065.9)"
"37","Algierstrasse","1","real","1","Strasse","2678673.339","1248188.421","834","34.5","POINT (2678673.2 1248188.4)"
"1712","Salzweg","1","real","1","Strasse","2677970.553","1249038.725","835","35.8","POINT (2677970.5 1249038.8)"
"2089","Vetterliweg","1","real","1","Strasse","2678959.823","1248754.009","836","67.8","POINT (2678959.8 1248754)"
"1370","Micafilstrasse","1","real","1","Strasse","2678497.649","1249601.456","837","67.8","POINT (2678497.8 1249601.5)"
"1926","Stampfenbrunnenstrasse","1","real","1","Strasse","2678616.007","1249092.135","838","51.6","POINT (2678616 1249092.1)"
"589","Friedhofstrasse","1","real","1","Strasse","2678612.087","1248827.139","839","24.0","POINT (2678612 1248827.1)"
"506","Eugen-Huber-Strasse","1","real","1","Strasse","2678908","1248815.212","840","337.0","POINT (2678908 1248815.2)"
"538","Feusisbergli","1","real","1","Strasse","2677950.41","1249657.114","850","329.0","POINT (2677950.5 1249657.1)"
"673","Girhaldenweg","1","real","1","Strasse","2678300.863","1248695.845","851","325.0","POINT (2678300.8 1248695.9)"
"1257","Libellenweg","1","real","1","Strasse","2678395.989","1248885.273","852","64.0","POINT (2678396 1248885.2)"
"1574","Rautihalde","1","real","1","Strasse","2678228.056","1249040.372","853","59.3","POINT (2678228 1249040.4)"
"991","Im Stückler","1","real","1","Strasse","2678355.996","1249443.866","854","319.3","POINT (2678356 1249443.9)"
"672","Girhaldenstrasse","1","real","1","Strasse","2678235.777","1248735.656","859","60.0","POINT (2678235.8 1248735.6)"
"311","Buchlernstrasse","1","real","1","Strasse","2678470.597","1248505.557","860","38.6","POINT (2678470.5 1248505.5)"
"1717","Saumackerstrasse","1","real","1","Strasse","2679289.991","1249159.482","862","75.1","POINT (2679290 1249159.5)"
"248","Bockhornstrasse","1","real","1","Strasse","2678667.211","1247934.217","879","310.0","POINT (2678667.2 1247934.2)"
"30","Albisriederweg","1","real","1","Strasse","2678180.455","1247301.56","880","23.6","POINT (2678180.5 1247301.5)"
"303","Buchenrainweg","1","real","1","Strasse","2678533.838","1247351.322","881","66.7","POINT (2678533.8 1247351.4)"
"2042","Triemlistrasse","1","real","1","Strasse","2679507.545","1247039.795","947","331.0","POINT (2679507.5 1247039.8)"
"2228","Wydlerweg","1","real","1","Strasse","2679057.466","1247761.664","968","38.0","POINT (2679057.5 1247761.6)"
"1702","Sädleneggweg","1","real","1","Strasse","2679242.872","1246491.898","1001","0.5","POINT (2679242.8 1246491.9)"
"1218","Läufeweg","1","real","1","Strasse","2679540.744","1246609.736","1002","356.1","POINT (2679540.8 1246609.8)"
"272","Breitlooweg","1","real","1","Strasse","2679285.322","1246656.627","1003","314.8","POINT (2679285.2 1246656.6)"
"1010","In den Rütenen","1","real","1","Strasse","2679598.172","1246672.366","1011","52.7","POINT (2679598.2 1246672.4)"
"1559","Püntstrasse","1","real","1","Strasse","2678961.694","1247551.957","1012","55.2","POINT (2678961.8 1247552)"
"1011","In der Breiti","1","real","1","Strasse","2679013.871","1247925.587","1013","58.0","POINT (2679013.8 1247925.6)"
"466","Else-Züblin-Strasse","1","real","1","Strasse","2679364.427","1247919.372","1014","285.8","POINT (2679364.5 1247919.4)"
"501","Espenhofweg","1","real","1","Strasse","2680038.837","1247435.095","1015","76.0","POINT (2680038.8 1247435.1)"
"2293","Kohlenplatzweg","1","real","1","Strasse","2678343.907","1246616.439","1016","333.5","POINT (2678344 1246616.5)"
"437","Eichenweg","1","real","1","Strasse","2677674.073","1248314.614","1026","322.0","POINT (2677674 1248314.6)"
"1087","Kelchweg","1","real","1","Strasse","2678626.308","1249259.407","1045","73.4","POINT (2678626.2 1249259.4)"
"1995","Sustenweg","1","real","1","Strasse","2678494.548","1249024.144","1046","52.1","POINT (2678494.5 1249024.1)"
"805","Hausäcker","1","real","1","Strasse","2678415.855","1249326.694","1048","66.0","POINT (2678415.8 1249326.8)"
"1206","Langgrütstrasse","1","real","1","Strasse","2679402.847","1247611.45","1050","334.5","POINT (2679402.8 1247611.5)"
"53","Altweg","1","real","1","Strasse","2679529.52","1247279.891","1051","356.6","POINT (2679529.5 1247279.9)"
"1088","Kellerweg","1","real","1","Strasse","2679674.855","1246644.756","1052","293.0","POINT (2679674.8 1246644.8)"
"966","Im Heimgärtli","1","real","1","Strasse","2679361.659","1247105.552","1053","310.0","POINT (2679361.8 1247105.5)"
"137","Bachwiesenstrasse","1","real","1","Strasse","2678999.851","1247759.384","1055","74.3","POINT (2678999.8 1247759.4)"
"138","Bachwiesenweg","1","real","1","Strasse","2679117.043","1248005.909","1057","310.0","POINT (2679117 1248005.9)"
"710","Greblerweg","1","real","1","Strasse","2678813.831","1247929.406","1058","53.7","POINT (2678813.8 1247929.4)"
"983","Im Schaber","1","real","1","Strasse","2678643.636","1247594.638","1059","11.1","POINT (2678643.8 1247594.6)"
"495","Ernst-Zöbeli-Weg","1","real","1","Strasse","2678247.72","1249529.913","1061","340.0","POINT (2678247.8 1249529.9)"
"515","Farbhofweg","1","real","1","Strasse","2678501.269","1249366.899","1062","60.0","POINT (2678501.2 1249366.9)"
"102","Arvenweg","1","real","1","Strasse","2678824.166","1248474.048","1063","303.0","POINT (2678824.2 1248474)"
"371","Dachslernweg","1","real","1","Strasse","2678872.631","1249045.093","1064","347.0","POINT (2678872.8 1249045.1)"
"847","Herrligstrasse","1","real","1","Strasse","2678996.956","1249217.061","1065","67.0","POINT (2678997 1249217)"
"292","Brünneliacker","1","real","1","Strasse","2679024.555","1247304.628","1090","332.0","POINT (2679024.5 1247304.6)"
"1703","Sädlenweg","1","real","1","Strasse","2679249.518","1246823.022","1092","337.7","POINT (2679249.5 1246823)"
"691","Goldackerweg","1","real","1","Strasse","2679170.554","1247187.11","1093","49.0","POINT (2679170.5 1247187.1)"
"523","Feldenmoosstrasse","1","real","1","Strasse","2677956.309","1246998.465","1099","11.1","POINT (2677956.2 1246998.5)"
"266","Brandweg","1","real","1","Strasse","2678161.495","1246388.544","1100","1.0","POINT (2678161.5 1246388.5)"
"1368","Metzgerweg","1","real","1","Strasse","2678103.466","1246687.496","1101","325.4","POINT (2678103.5 1246687.5)"
"268","Breitenackerstrasse","1","real","1","Strasse","2678098.921","1246870.9","1102","24.9","POINT (2678099 1246870.9)"
"1386","Monikastrasse","1","real","1","Strasse","2679124.171","1248675.319","1126","77.6","POINT (2679124.2 1248675.4)"
"2285","Zwyssigstrasse","1","real","1","Strasse","2679022.902","1248642.407","1127","54.7","POINT (2679023 1248642.4)"
"1533","Pfarrhausstrasse","1","real","1","Strasse","2679073.072","1249004.452","1128","343.9","POINT (2679073 1249004.5)"
"1354","Meier-Bosshard-Strasse","1","real","1","Strasse","2679064.495","1249235.064","1129","346.0","POINT (2679064.5 1249235.1)"
"129","Bachmattstrasse","1","real","1","Strasse","2678936.847","1249327.194","1130","66.0","POINT (2678936.8 1249327.2)"
"203","Bergwiesen","1","real","1","Strasse","2679386.668","1246900.917","1155","338.0","POINT (2679386.8 1246900.9)"
"580","Freilagerweg","1","real","1","Strasse","2679408.772","1247971.886","1156","322.0","POINT (2679408.8 1247971.9)"
"1898","Spiserstrasse","1","real","1","Strasse","2679570.038","1248250.115","1157","315.2","POINT (2679570 1248250.1)"
"1767","Schneebelistrasse","1","real","1","Strasse","2678925.927","1248714.822","1174","337.0","POINT (2678926 1248714.9)"
"1435","Neeserweg","1","real","1","Strasse","2678048.398","1249396.538","1175","319.0","POINT (2678048.5 1249396.5)"
"490","Erlenstrasse","1","real","1","Strasse","2678738.112","1248507.048","1176","299.0","POINT (2678738 1248507)"
"130","Bachmattweg","1","real","1","Strasse","2679036.491","1249418.237","1177","66.0","POINT (2679036.5 1249418.2)"
"1280","Lommisweg","1","real","1","Strasse","2679114.999","1249377.829","1178","67.0","POINT (2679115 1249377.9)"
"612","Furkastrasse","1","real","1","Strasse","2679343.498","1248933.042","1179","341.0","POINT (2679343.5 1248933)"
"716","Grimselstrasse","1","real","1","Strasse","2679313.537","1248928.236","1180","78.0","POINT (2679313.5 1248928.2)"
"608","Fuchsiastrasse","1","real","1","Strasse","2679928.557","1248590.966","1181","326.3","POINT (2679928.5 1248591)"
"1678","Rudenzweg","1","real","1","Strasse","2679970.073","1248765.365","1182","327.0","POINT (2679970 1248765.4)"
"1419","Mürtschenstrasse","1","real","1","Strasse","2679870.512","1249050.109","1184","7.0","POINT (2679870.5 1249050.1)"
"345","Campanellaweg","1","real","1","Strasse","2680139.543","1248387.708","1185","56.0","POINT (2680139.5 1248387.8)"
"675","Gladiolenweg","1","real","1","Strasse","2680064.975","1248335.273","1186","329.0","POINT (2680065 1248335.2)"
"369","Cyklamenweg","1","real","1","Strasse","2680101.654","1248427.251","1187","56.0","POINT (2680101.8 1248427.2)"
"494","Ernst-Zöbeli-Strasse","1","real","1","Strasse","2678130.467","1249547.363","1194","47.0","POINT (2678130.5 1249547.4)"
"391","Distelweg","1","real","1","Strasse","2678674.704","1248354.887","1195","310.0","POINT (2678674.8 1248354.9)"
"2184","Wickenweg","1","real","1","Strasse","2678730.657","1248406.142","1196","306.1","POINT (2678730.8 1248406.1)"
"1867","Silvrettaweg","1","real","1","Strasse","2678435.574","1248614.292","1197","304.0","POINT (2678435.5 1248614.2)"
"1316","Malojaweg","1","real","1","Strasse","2678721.694","1249006.77","1199","329.0","POINT (2678721.8 1249006.8)"
"1478","Oberer Kalberhauweg","1","real","1","Strasse","2678126.463","1247840.911","1200","41.0","POINT (2678126.5 1247840.9)"
"853","Hessenweidweg","1","real","1","Strasse","2678038.244","1247945.542","1201","291.2","POINT (2678038.2 1247945.5)"
"2070","Unterer Kalberhauweg","1","real","1","Strasse","2678123.4","1248327.749","1202","276.1","POINT (2678123.5 1248327.8)"
"507","Eulenweg","1","real","1","Strasse","2678836.189","1248498.059","1228","304.0","POINT (2678836.2 1248498)"
"521","Feldblumenweg","1","real","1","Strasse","2678968.338","1248437.253","1229","311.0","POINT (2678968.2 1248437.2)"
"1816","Schwendenholzweg","1","real","1","Strasse","2679134.374","1246024.373","1237","11.0","POINT (2679134.2 1246024.4)"
"800","Hätzlergasse","1","real","1","Strasse","2677803.153","1249252.972","1279","327.5","POINT (2677803.2 1249253)"
"358","Chriesiweg","1","real","1","Strasse","2678186.819","1249181.614","1280","330.4","POINT (2678186.8 1249181.6)"
"706","Gratstrasse","1","real","1","Strasse","2679173.959","1245336.042","1325","331.6","POINT (2679174 1245336)"
"396","Döltschihalde","1","real","1","Strasse","2679998.404","1246430.467","1335","312.0","POINT (2679998.5 1246430.5)"
"158","Banzwiesenstrasse","1","real","1","Strasse","2679602.822","1246371.745","1340","317.4","POINT (2679602.8 1246371.8)"
"1300","Luggwegstrasse","1","real","1","Strasse","2679483.209","1249270.598","1357","75.9","POINT (2679483.2 1249270.6)"
"1251","Letzigraben","1","real","1","Strasse","2680163.957","1248110.036","1360","49.1","POINT (2680164 1248110)"
"593","Friesenbergstrasse","1","real","1","Strasse","2679974.257","1245844.269","1447","66.4","POINT (2679974.2 1245844.2)"
"2402","Paul-Pflüger-Strasse","1","real","1","Strasse","2678427.273","1250453.326","1457","67.5","POINT (2678427.2 1250453.4)"
"1522","Paul-Clairmont-Strasse","1","real","1","Strasse","2680158.853","1246728.98","1465","293.8","POINT (2680158.8 1246729)"
"2471","Depotweg","1","real","1","Strasse","2679826.645","1249612.788","1486","67.5","POINT (2679826.8 1249612.8)"
"2403","Solisweg","1","real","1","Strasse","2679851.385","1249114.359","1495","77.0","POINT (2679851.5 1249114.4)"
"1307","Lyrenweg","1","real","1","Strasse","2678760.77","1247667.714","1506","304.4","POINT (2678760.8 1247667.8)"
"2384","Biketrail Triemli","1","real","1","Strasse","2679698.103","1246353.654","1529","54.3","POINT (2679698 1246353.6)"
"2395","Ballonstrasse","1","real","1","Strasse","2677663.862","1250566.261","1587","341.6","POINT (2677663.8 1250566.2)"
"2396","Turmstrasse","1","real","1","Strasse","2677661.639","1250453.202","1588","340.7","POINT (2677661.8 1250453.2)"
"1208","Langhagweg","1","real","1","Strasse","2679960.974","1247685.786","1710","329.0","POINT (2679961 1247685.8)"
"2546","Koch-Park","0","projektiert","1","Strasse","2679681.923","1248428.294","1714","0.0","POINT (2679682 1248428.2)"
"2547","Allmend Altstetten","0","projektiert","2","Platz","2679029.035","1248975.531","1716","0.0","POINT (2679029 1248975.5)"
"551","Flurstrasse","1","real","1","Strasse","2679543.008","1248393.001","1721","58.1","POINT (2679543 1248393)"
"452","Eisenbahnerstrasse","1","real","1","Strasse","2679412.513","1249318.334","1723","76.0","POINT (2679412.5 1249318.4)"
"2257","Zielweg","1","real","1","Strasse","2680021.601","1245836.766","1766","315.0","POINT (2680021.5 1245836.8)"
"2192","Wieslergasse","1","real","1","Strasse","2679813.906","1250761.781","1809","65.5","POINT (2679814 1250761.8)"
"2279","Zwielplatz","1","real","2","Platz","2679880.31","1250668.455","1812","0.0","POINT (2679880.2 1250668.5)"
"594","Friesenburgweg","1","real","1","Strasse","2679686.251","1245834.676","1838","33.7","POINT (2679686.2 1245834.6)"
"1122","Kloster-Fahr-Weg","1","real","1","Strasse","2679224.547","1250544.964","1869","322.5","POINT (2679224.5 1250545)"
"627","Gässli","1","real","1","Strasse","2680162.183","1250752.817","1883","82.2","POINT (2680162.2 1250752.9)"
"1578","Rebeggstrasse","1","real","1","Strasse","2680148.531","1245368.937","1892","324.9","POINT (2680148.5 1245368.9)"
"1579","Rebeggweg","1","real","1","Strasse","2680162.853","1245437.537","1914","306.0","POINT (2680162.8 1245437.5)"
"2397","Vulkanplatz","1","real","2","Platz","2679406.565","1249592.052","1941","0.0","POINT (2679406.5 1249592)"
"2539","Letzibachweg","1","real","1","Strasse","2679729.173","1249305.839","1945","337.7","POINT (2679729.2 1249305.9)"
"786","Hardhof","1","real","1","Strasse","2679835.959","1250026.717","1960","329.5","POINT (2679836 1250026.8)"
"1709","Sallenbachstrasse","1","real","1","Strasse","2680145.184","1247041.652","1984","16.7","POINT (2680145.2 1247041.6)"
"2517","A1H","1","real","1","Strasse","2679404.064","1249769.515","2012","347.4","POINT (2679404 1249769.5)"
"2256","Zielackerstrasse","1","real","1","Strasse","2679177.798","1248405.074","2048","332.5","POINT (2679177.8 1248405.1)"
